Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 73
Density:0.5, Vertices: 150, Time: 0.0111 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0080 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0100 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 220
Density:0.2, Vertices: 180, Time: 0.0067 seconds, MST Weight by matrix: 183
Density:0.3, Vertices: 180, Time: 0.0121 seconds, MST Weight by matrix: 179
Density:0.4, Vertices: 180, Time: 0.0091 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0115 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0140 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0142 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0087 seconds, MST Weight by matrix: 238
Density:0.2, Vertices: 200, Time: 0.0071 seconds, MST Weight by matrix: 202
Density:0.3, Vertices: 200, Time: 0.0091 seconds, MST Weight by matrix: 200
Density:0.4, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0141 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0150 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0158 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0191 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 62
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 82
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 45
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 44
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 44
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 22
Density:0.1, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 150
Density:0.2, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 80
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 70
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 59
Density:0.5, Vertices: 50, Time: 0.0021 seconds, MST Weight by matrix: 55
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 51
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 191
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 108
Density:0.3, Vertices: 70, Time: 0.0021 seconds, MST Weight by matrix: 76
Density:0.4, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 74
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 71
Density:0.6, Vertices: 70, Time: 0.0025 seconds, MST Weight by matrix: 69
Density:0.7, Vertices: 70, Time: 0.0031 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0010 seconds, MST Weight by matrix: 146
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 109
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 96
Density:0.4, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 92
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 92
Density:0.6, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0041 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 168
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 117
Density:0.3, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 103
Density:0.4, Vertices: 100, Time: 0.0051 seconds, MST Weight by matrix: 99
Density:0.5, Vertices: 100, Time: 0.0035 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0041 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0031 seconds, MST Weight by matrix: 176
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 139
Density:0.3, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 124
Density:0.4, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 119
Density:0.5, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0056 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0062 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0051 seconds, MST Weight by matrix: 196
Density:0.2, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 158
Density:0.3, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 151
Density:0.4, Vertices: 150, Time: 0.0107 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0072 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0081 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0101 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0091 seconds, MST Weight by matrix: 226
Density:0.2, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 183
Density:0.3, Vertices: 180, Time: 0.0080 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0151 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0107 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0120 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0140 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0151 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0081 seconds, MST Weight by matrix: 239
Density:0.2, Vertices: 200, Time: 0.0121 seconds, MST Weight by matrix: 203
Density:0.3, Vertices: 200, Time: 0.0092 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0172 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0130 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0157 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0182 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0190 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 65
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 43
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 40
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 36
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 32
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 34
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 29
Density:0.1, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 136
Density:0.2, Vertices: 50, Time: 0.0021 seconds, MST Weight by matrix: 81
Density:0.3, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 68
Density:0.4, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 63
Density:0.5, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 55
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.7, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 49
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 190
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 83
Density:0.3, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 88
Density:0.4, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 74
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 71
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.8, Vertices: 70, Time: 0.0031 seconds, MST Weight by matrix: 70
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 179
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 106
Density:0.3, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 94
Density:0.4, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 92
Density:0.5, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 91
Density:0.6, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 175
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 124
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 102
Density:0.4, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 104
Density:0.5, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 100
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0045 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 192
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 127
Density:0.3, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 122
Density:0.4, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 120
Density:0.5, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 121
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0061 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0061 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0060 seconds, MST Weight by matrix: 195
Density:0.2, Vertices: 150, Time: 0.0072 seconds, MST Weight by matrix: 153
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 149
Density:0.4, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0120 seconds, MST Weight by matrix: 150
Density:0.6, Vertices: 150, Time: 0.0085 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0091 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0111 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0081 seconds, MST Weight by matrix: 217
Density:0.2, Vertices: 180, Time: 0.0061 seconds, MST Weight by matrix: 180
Density:0.3, Vertices: 180, Time: 0.0075 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0080 seconds, MST Weight by matrix: 180
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0121 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0141 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0152 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0113 seconds, MST Weight by matrix: 239
Density:0.2, Vertices: 200, Time: 0.0077 seconds, MST Weight by matrix: 200
Density:0.3, Vertices: 200, Time: 0.0092 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0113 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0133 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0241 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0172 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0192 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 65
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 62
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 38
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 44
Density:0.5, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 33
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 39
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 24
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 143
Density:0.2, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 71
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 60
Density:0.4, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 57
Density:0.5, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 51
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 181
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 106
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 78
Density:0.4, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 74
Density:0.5, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 71
Density:0.6, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.7, Vertices: 70, Time: 0.0021 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 146
Density:0.2, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 112
Density:0.3, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 93
Density:0.4, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 93
Density:0.5, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 90
Density:0.6, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 156
Density:0.2, Vertices: 100, Time: 0.0021 seconds, MST Weight by matrix: 112
Density:0.3, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 107
Density:0.4, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.6, Vertices: 100, Time: 0.0031 seconds, MST Weight by matrix: 99
Density:0.7, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 99
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 185
Density:0.2, Vertices: 120, Time: 0.0040 seconds, MST Weight by matrix: 132
Density:0.3, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 123
Density:0.4, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 121
Density:0.5, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0051 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0070 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0061 seconds, MST Weight by matrix: 201
Density:0.2, Vertices: 150, Time: 0.0070 seconds, MST Weight by matrix: 156
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 153
Density:0.4, Vertices: 150, Time: 0.0097 seconds, MST Weight by matrix: 150
Density:0.5, Vertices: 150, Time: 0.0071 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0090 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0101 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0105 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0070 seconds, MST Weight by matrix: 215
Density:0.2, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 187
Density:0.3, Vertices: 180, Time: 0.0080 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0105 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0120 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0130 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0146 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 237
Density:0.2, Vertices: 200, Time: 0.0070 seconds, MST Weight by matrix: 201
Density:0.3, Vertices: 200, Time: 0.0150 seconds, MST Weight by matrix: 201
Density:0.4, Vertices: 200, Time: 0.0116 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0140 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0151 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0170 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0180 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 86
Density:0.2, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 54
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 73
Density:0.4, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 42
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 32
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 25
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 26
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 29
Density:0.1, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 131
Density:0.2, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 101
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 68
Density:0.4, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 53
Density:0.6, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 59
Density:0.7, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 51
Density:0.8, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 51
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 158
Density:0.2, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 91
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 76
Density:0.4, Vertices: 70, Time: 0.0021 seconds, MST Weight by matrix: 74
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 71
Density:0.6, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 71
Density:0.7, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 70
Density:0.8, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 173
Density:0.2, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 104
Density:0.3, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 94
Density:0.4, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 91
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 92
Density:0.6, Vertices: 90, Time: 0.0027 seconds, MST Weight by matrix: 90
Density:0.7, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
Density:0.1, Vertices: 100, Time: 0.0020 seconds, MST Weight by matrix: 173
Density:0.2, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 122
Density:0.3, Vertices: 100, Time: 0.0030 seconds, MST Weight by matrix: 107
Density:0.4, Vertices: 100, Time: 0.0035 seconds, MST Weight by matrix: 100
Density:0.5, Vertices: 100, Time: 0.0060 seconds, MST Weight by matrix: 101
Density:0.6, Vertices: 100, Time: 0.0040 seconds, MST Weight by matrix: 101
Density:0.7, Vertices: 100, Time: 0.0044 seconds, MST Weight by matrix: 100
Density:0.8, Vertices: 100, Time: 0.0050 seconds, MST Weight by matrix: 99
Density:0.1, Vertices: 120, Time: 0.0030 seconds, MST Weight by matrix: 190
Density:0.2, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 131
Density:0.3, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 121
Density:0.4, Vertices: 120, Time: 0.0041 seconds, MST Weight by matrix: 120
Density:0.5, Vertices: 120, Time: 0.0050 seconds, MST Weight by matrix: 119
Density:0.6, Vertices: 120, Time: 0.0060 seconds, MST Weight by matrix: 119
Density:0.7, Vertices: 120, Time: 0.0065 seconds, MST Weight by matrix: 119
Density:0.8, Vertices: 120, Time: 0.0061 seconds, MST Weight by matrix: 119
Density:0.1, Vertices: 150, Time: 0.0040 seconds, MST Weight by matrix: 205
Density:0.2, Vertices: 150, Time: 0.0070 seconds, MST Weight by matrix: 158
Density:0.3, Vertices: 150, Time: 0.0050 seconds, MST Weight by matrix: 149
Density:0.4, Vertices: 150, Time: 0.0061 seconds, MST Weight by matrix: 149
Density:0.5, Vertices: 150, Time: 0.0075 seconds, MST Weight by matrix: 149
Density:0.6, Vertices: 150, Time: 0.0081 seconds, MST Weight by matrix: 149
Density:0.7, Vertices: 150, Time: 0.0092 seconds, MST Weight by matrix: 149
Density:0.8, Vertices: 150, Time: 0.0110 seconds, MST Weight by matrix: 149
Density:0.1, Vertices: 180, Time: 0.0060 seconds, MST Weight by matrix: 224
Density:0.2, Vertices: 180, Time: 0.0100 seconds, MST Weight by matrix: 185
Density:0.3, Vertices: 180, Time: 0.0071 seconds, MST Weight by matrix: 180
Density:0.4, Vertices: 180, Time: 0.0090 seconds, MST Weight by matrix: 179
Density:0.5, Vertices: 180, Time: 0.0110 seconds, MST Weight by matrix: 179
Density:0.6, Vertices: 180, Time: 0.0119 seconds, MST Weight by matrix: 179
Density:0.7, Vertices: 180, Time: 0.0140 seconds, MST Weight by matrix: 179
Density:0.8, Vertices: 180, Time: 0.0152 seconds, MST Weight by matrix: 179
Density:0.1, Vertices: 200, Time: 0.0075 seconds, MST Weight by matrix: 230
Density:0.2, Vertices: 200, Time: 0.0110 seconds, MST Weight by matrix: 205
Density:0.3, Vertices: 200, Time: 0.0091 seconds, MST Weight by matrix: 199
Density:0.4, Vertices: 200, Time: 0.0111 seconds, MST Weight by matrix: 199
Density:0.5, Vertices: 200, Time: 0.0127 seconds, MST Weight by matrix: 199
Density:0.6, Vertices: 200, Time: 0.0141 seconds, MST Weight by matrix: 199
Density:0.7, Vertices: 200, Time: 0.0163 seconds, MST Weight by matrix: 199
Density:0.8, Vertices: 200, Time: 0.0180 seconds, MST Weight by matrix: 199
Density:0.1, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 88
Density:0.2, Vertices: 20, Time: 0.0010 seconds, MST Weight by matrix: 54
Density:0.3, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 47
Density:0.4, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 46
Density:0.5, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 41
Density:0.6, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 36
Density:0.7, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 28
Density:0.8, Vertices: 20, Time: 0.0000 seconds, MST Weight by matrix: 24
Density:0.1, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 127
Density:0.2, Vertices: 50, Time: 0.0000 seconds, MST Weight by matrix: 91
Density:0.3, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 63
Density:0.4, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 56
Density:0.5, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 54
Density:0.6, Vertices: 50, Time: 0.0020 seconds, MST Weight by matrix: 52
Density:0.7, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 52
Density:0.8, Vertices: 50, Time: 0.0010 seconds, MST Weight by matrix: 50
Density:0.1, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 141
Density:0.2, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 89
Density:0.3, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 85
Density:0.4, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 79
Density:0.5, Vertices: 70, Time: 0.0020 seconds, MST Weight by matrix: 73
Density:0.6, Vertices: 70, Time: 0.0010 seconds, MST Weight by matrix: 69
Density:0.7, Vertices: 70, Time: 0.0030 seconds, MST Weight by matrix: 69
Density:0.8, Vertices: 70, Time: 0.0040 seconds, MST Weight by matrix: 69
Density:0.1, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 185
Density:0.2, Vertices: 90, Time: 0.0020 seconds, MST Weight by matrix: 106
Density:0.3, Vertices: 90, Time: 0.0031 seconds, MST Weight by matrix: 96
Density:0.4, Vertices: 90, Time: 0.0041 seconds, MST Weight by matrix: 91
Density:0.5, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 90
Density:0.6, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.7, Vertices: 90, Time: 0.0030 seconds, MST Weight by matrix: 89
Density:0.8, Vertices: 90, Time: 0.0040 seconds, MST Weight by matrix: 89
